title,authors,publication_date,first_seen_date,relevance_decision,relevance_score,tags,sources,url,doi,arxiv_id,publication_year,publication_date_precision,publication_date_source,publication_date_confidence,effective_sort_date,publication_status,quality_status,quality_rationale,quality_uncertainty,quality_full_text_assessed,quality_score,quality_recommendation,quality_confidence,quality_assessment_scope,quality_paper_type,quality_assessment_version,quality_rubric_version,quality_assessor_type,quality_assessor_model,quality_assessed_at,quality_summary,quality_strengths,quality_concerns,quality_missing_information,quality_score_cap,quality_score_cap_reason,combined_rank_score,quality_downranked,quality_suppressed,latest_revision_date,source_updated_date,first_seen_at
Multi-Omics AI Agent Benchmarking Framework,"N. V. Basov, Yosef Tirta, Zihan Li, Kiryl D. Piatkevich",2026-06-25,2026-06-29,relevant,88,deep-research-agents; benchmark; evaluation,openalex,https://doi.org/10.5281/zenodo.20841171,10.5281/zenodo.20841171,,2026,day,openalex,medium,2026-06-25,repository_only,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.8800,False,False,,2026-06-26,2026-06-29 05:16:54
Agentic evolution of physically constrained foundation models,"Jiangwei Zhang, Wen Sun, Chong Wang, Shiyao Li, Cheng Che, Chunjing Han, Dan Meng, Jian Yang, Yu Wang, Rui Hou",2026-06-24,2026-06-29,relevant,92,ai-scientist; hypothesis-experiment; deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2606.25532,10.48550/arxiv.2606.25532,2606.25532,2026,day,openalex,medium,2026-06-24,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9200,False,False,,2026-06-28,2026-06-29 05:17:06
Agent-Fence: Mapping Security Vulnerabilities Across Deep Research Agents,"Sai Puppala, Ismail Hossain, Md Jahangir Alam, Yoonpyo Lee, Jay Yoo, Tanzim Ahad, Syed Bahauddin Alam, Sajedul Talukder",2026-06-23,2026-06-29,relevant,91,deep-research-agents; evaluation,openalex,https://doi.org/10.1609/aaaiss.v9i1.42945,10.1609/aaaiss.v9i1.42945,,2026,day,openalex,medium,2026-06-23,peer_reviewed,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-06-27,2026-06-29 05:16:24
"Heuresis: Search Strategies for Autonomous AI Research Agents Across Quality, Diversity and Novelty","Antonis Antoniades, Deepak Nathani, Ritam Saha, Alfonso Amayuelas, Ivan Bercovich, Zhaotian Weng, Vignesh Baskaran, Kunal Bhatia, William Yang Wang",2026-06-23,2026-06-29,relevant,90,deep-research-agents; research-planning; evaluation,arxiv; openalex,https://arxiv.org/abs/2606.25198v1,10.48550/arxiv.2606.25198,2606.25198,2026,day,arxiv,high,2026-06-23,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9000,False,False,2026-06-23,2026-06-23,2026-06-29 05:16:38
"Position: Correct Answer, Wrong Mechanism -- When AI Scientists Defend General Claims Their Own Data Contradicts",Steven Young Eulig,2026-06-22,2026-06-29,relevant,90,ai-scientist; evaluation; deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2606.23175,10.48550/arxiv.2606.23175,2606.23175,2026,day,openalex,medium,2026-06-22,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9000,False,False,,2026-06-25,2026-06-29 05:16:55
AI Scientists as Engines of Discovery: A Case for Development within Reformed Institutions,"Raúl Jiménez, Boris Bolliet, Francisco Villaescusa-Navarro, Rabih Zbib, Benjamin Wandelt, David N. Spergel, T. Meier, Jessica Montgomery, Hana Aliee, Licia Verde",2026-06-22,2026-06-29,relevant,88,ai-scientist; scientific-discovery; deep-research-agents,openalex; arxiv,https://arxiv.org/abs/2606.22859,10.48550/arxiv.2606.22859,2606.22859,2026,day,openalex,medium,2026-06-22,preprint,not_assessed,Scientific quality has not yet been assessed.,Manuscript evidence has not been reviewed.,False,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.8800,False,False,,2026-06-25,2026-06-29 05:16:55
Who Reviews the Reviewer? A Multi‐Agent LLM Architecture With Meta‐Review Synthesis for Editorial Peer Review,"Sener Ali, Simona‐Vasilica Oprea, Adela Bârã",2026-09-11,2026-09-14,maybe,45,research-adjacent,openalex,https://doi.org/10.1002/sres.70163,10.1002/sres.70163,,2026,day,openalex,medium,2026-09-11,peer_reviewed,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,42,uncertain,low,title_and_abstract,systems_or_application,quality-v1,scholarly-rubric-v1,deterministic,,2026-09-14T13:12:45+00:00,"The available evidence is mixed or incomplete. Automated score 42/100, low confidence, based on title and abstract.",,,"No suitable baseline comparison was detected in the available text.; No quantitative, user, expert, or operational evaluation was detected in the available text.",,,0.4500,False,False,,2026-09-14,2026-09-14 13:11:08
AutoScreen: AI Co-Scientist System for Target Discovery in Functional Genomics,"Yuanhao Qu, Xufeng Liu, Xiaotong Wang, Meitong Chen, Xiao Luo, Luna Lyu, Ming Yin, Jingwen Hui, Di Yin, Ravi Dinesh, Lin Qiu, Kexin Huang, Hanchen Wang, Shangyuan Tong, Henry Cousins, Ricky Feng, Oswaldo Martinez, J Zhang, Tanming Chen, Russ Altman, Jure Leskovec, Aviv Regev, Mengdi Wang, Le Cong",2026-09-10,2026-09-12,maybe,45,research-adjacent,openalex,https://doi.org/10.64898/2026.09.06.749678,10.64898/2026.09.06.749678,,2026,day,openalex,medium,2026-09-10,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,78,uncertain,low,title_and_abstract,systems_or_application,quality-v1,scholarly-rubric-v1,deterministic,,2026-09-12T10:54:10+00:00,"The available evidence is mixed or incomplete. Automated score 78/100, low confidence, based on title and abstract.",The contribution is stated explicitly.; The available text identifies data or a benchmark used by the work.; A baseline or comparison system is described.,,"No quantitative, user, expert, or operational evaluation was detected in the available text.",,,0.4500,False,False,,2026-09-13,2026-09-12 10:53:49
"A review of the development, training, and application scenarios of multimodal large models for construction engineering","Zhansheng Liu, Hao Zhou, Yungui Li, Meihao Zhu, Yanchi Mo, Haowen Sun",2026-09-07,2026-09-08,maybe,45,research-adjacent,openalex,https://doi.org/10.1108/ecam-04-2026-0595,10.1108/ecam-04-2026-0595,,2026,day,openalex,medium,2026-09-07,peer_reviewed,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,43,uncertain,low,title_and_abstract,survey_or_review,quality-v1,scholarly-rubric-v1,deterministic,,2026-09-08T11:26:18+00:00,"The available evidence is mixed or incomplete. Automated score 43/100, low confidence, based on title and abstract.",Limitations or threats to validity are acknowledged.,,No reproducible review or selection methodology was detected.,,,0.4500,False,False,,2026-09-09,2026-09-08 11:25:54
AutoKD: Autonomous Knowledge Discovery,"Qinwen Ge, Bo Ni, Haowei Fu, Ngoc N. Tran, Erik Blasch, Tyler Derr",2026-09-06,2026-09-09,maybe,45,research-adjacent,openalex; arxiv,https://arxiv.org/abs/2609.06366,10.48550/arxiv.2609.06366,2609.06366,2026,day,openalex,medium,2026-09-06,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,51,weak,medium,partial_full_text,survey_or_review,quality-v1,scholarly-rubric-v1,deterministic,,2026-09-13T12:10:55+00:00,"The available evidence suggests weak or incomplete scholarly validation. Automated score 51/100, medium confidence, based on partial full text.","The contribution is stated explicitly.; Code, data, or research artifacts are described as available.",,No reproducible review or selection methodology was detected.,,,0.4500,False,False,,2026-09-11,2026-09-09 11:31:22
Exploiting LLM Agents for Trustworthy AutoResearch in Wireless Communications,"Yuan Guo Zixiang Ren, Jie Xu, Liang Hong, Fan Liu, Rui Zhang",2026-09-05,2026-09-09,maybe,55,web-research,arxiv,https://arxiv.org/abs/2609.06174v1,,2609.06174,2026,day,arxiv,high,2026-09-05,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,46,weak,medium,partial_full_text,survey_or_review,quality-v1,scholarly-rubric-v1,deterministic,,2026-09-09T11:31:54+00:00,"The available evidence suggests weak or incomplete scholarly validation. Automated score 46/100, medium confidence, based on partial full text.",A baseline or comparison system is described.; Limitations or threats to validity are acknowledged.,,"No reproducible review or selection methodology was detected.; Section headings could not be detected reliably; beginning, middle, and end passages were selected.",,,0.5500,False,False,2026-09-05,2026-09-05,2026-09-09 11:31:22
From Narrative to Auditable Forecasts: A Structured Scaffold for Agentic Forecasting,"Yuanpu Cao, Yongkang Du, Yurui Chang, Lu Lin, Jinghui Chen",2026-09-05,2026-09-09,maybe,45,research-adjacent,openalex; arxiv,https://arxiv.org/abs/2609.05905,10.48550/arxiv.2609.05905,2609.05905,2026,day,openalex,medium,2026-09-05,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,78,uncertain,low,title_and_abstract,unclear,quality-v1,scholarly-rubric-v1,deterministic,,2026-09-10T11:27:00+00:00,"The available evidence is mixed or incomplete. Automated score 78/100, low confidence, based on title and abstract.",The contribution is stated explicitly.; A baseline or comparison system is described.,,,,,0.4500,False,False,,2026-09-11,2026-09-09 11:31:19
Substrate-Portable Execution for Production LLM Workflows,"Tarun Gopinath, Atul Kulkarni, Vijay Rajakumar, Shrikar Katti, Parthasarathy Govindarajen",2026-09-05,2026-09-09,maybe,45,research-adjacent,arxiv,https://arxiv.org/abs/2609.06128v1,,2609.06128,2026,day,arxiv,high,2026-09-05,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,54,weak,medium,partial_full_text,systems_or_application,quality-v1,scholarly-rubric-v1,deterministic,,2026-09-09T11:31:53+00:00,"The available evidence suggests weak or incomplete scholarly validation. Automated score 54/100, medium confidence, based on partial full text.",The contribution is stated explicitly.; Quantitative evaluation signals were detected.,,No suitable baseline comparison was detected in the available text.,,,0.4500,False,False,2026-09-05,2026-09-05,2026-09-09 11:31:19
AutoLR: Automating the Path from Research to Launch Review in Industrial Recommender Systems,"Qi Zhang, Yanlin Chen, Wenchao Xiao",2026-09-04,2026-09-07,maybe,45,research-adjacent,arxiv,https://arxiv.org/abs/2609.04871v1,,2609.04871,2026,day,arxiv,high,2026-09-04,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,60,uncertain,medium,partial_full_text,survey_or_review,quality-v1,scholarly-rubric-v1,deterministic,,2026-09-07T12:42:14+00:00,"The available evidence is mixed or incomplete. Automated score 60/100, medium confidence, based on partial full text.",The contribution is stated explicitly.; A baseline or comparison system is described.; Quantitative evaluation signals were detected.; Limitations or threats to validity are acknowledged.,,No reproducible review or selection methodology was detected.,,,0.4500,False,False,2026-09-04,2026-09-04,2026-09-07 12:41:42
TruthInsightBench: An Evidence-Grounded Benchmark for Automated Evaluation of Open-Ended Scientific Discovery Agents,"Zhibo Yang, Chen Zhang, Yuewei Zhang, Hao Wang",2026-09-04,2026-09-07,maybe,45,citation-grounding,arxiv,https://arxiv.org/abs/2609.05079v2,,2609.05079,2026,day,arxiv,high,2026-09-04,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,68,uncertain,medium,partial_full_text,position_or_conceptual,quality-v1,scholarly-rubric-v1,deterministic,,2026-09-07T12:42:15+00:00,"The available evidence is mixed or incomplete. Automated score 68/100, medium confidence, based on partial full text.","The contribution is stated explicitly.; Quantitative evaluation signals were detected.; Robustness or statistical analysis is reported.; Code, data, or research artifacts are described as available.",,,,,0.4500,False,False,2026-09-08,2026-09-08,2026-09-07 12:41:42
"From Matching Models to Recruiting Agents: A Systematized Narrative Review of AI Recruitment Systems, Evaluation, and Governance","Ziyi Zhao, Guanzheng Wei",2026-09-03,2026-09-07,maybe,51,citation-grounding,arxiv,https://arxiv.org/abs/2609.04286v1,,2609.04286,2026,day,arxiv,high,2026-09-03,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,42,weak,medium,partial_full_text,systems_or_application,quality-v1,scholarly-rubric-v1,deterministic,,2026-09-07T12:42:13+00:00,"The available evidence suggests weak or incomplete scholarly validation. Automated score 42/100, medium confidence, based on partial full text.",Quantitative evaluation signals were detected.,Comparative claims were detected without a suitable baseline in the available text.,No suitable baseline comparison was detected in the available text.; Extraction was limited to 120000 characters.,54,Comparative claims were detected without a suitable baseline.,0.5100,False,False,2026-09-03,2026-09-03,2026-09-07 12:41:48
A Case Study on Emergent Cheating and Whistleblowing in Autonomous Research Swarms,"Davide Paglieri, Logan Cross, Tim Genewein, Joel Z. Leibo, Nenad Tomašev, Alexander Sasha Vezhnevets",2026-09-03,2026-09-04,maybe,45,research-adjacent,openalex; arxiv,https://arxiv.org/abs/2609.04170,,2609.04170,2026,day,openalex,medium,2026-09-03,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,82,promising,medium,partial_full_text,theoretical,quality-v1,scholarly-rubric-v1,deterministic,,2026-09-07T12:42:15+00:00,"The available evidence suggests a credible contribution with some limitations. Automated score 82/100, medium confidence, based on partial full text.",The contribution is stated explicitly.; The available text identifies data or a benchmark used by the work.; Formal definitions or proof-oriented evidence is present.,,"Section headings could not be detected reliably; beginning, middle, and end passages were selected.",,,0.4500,False,False,,2026-09-06,2026-09-04 11:24:36
BAITBENCH: Measuring Agent Reward Hacking with Optional Shortcuts Planted in ML Tasks,"Pradyumna Shyama Prasad, Meiri Anto, Leon Eshuijs, Julian Moncarz, Kaustubh Kislay, Juan J. Vazquez",2026-08-31,2026-09-01,maybe,45,research-adjacent,arxiv,https://arxiv.org/abs/2608.30724v1,,2608.30724,2026,day,arxiv,high,2026-08-31,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,84,promising,medium,partial_full_text,theoretical,quality-v1,scholarly-rubric-v1,deterministic,,2026-09-01T11:48:16+00:00,"The available evidence suggests a credible contribution with some limitations. Automated score 84/100, medium confidence, based on partial full text.","The contribution is stated explicitly.; The available text identifies data or a benchmark used by the work.; Quantitative evaluation signals were detected.; Limitations or threats to validity are acknowledged.; Code, data, or research artifacts are described as available.; Formal definitions or proof-oriented evidence is present.",,,,,0.4500,False,False,2026-08-31,2026-08-31,2026-09-01 11:46:16
Beneath the Diff: Diagnosing and Mitigating Algorithmic Mode Collapse in Code-Level Autonomous Research Loops,"Bowei He, Weixu Zhang, Yili Jin, Xue Liu",2026-08-31,2026-09-02,maybe,45,research-adjacent,arxiv,https://arxiv.org/abs/2609.00077v1,,2609.00077,2026,day,arxiv,high,2026-08-31,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,76,promising,medium,partial_full_text,theoretical,quality-v1,scholarly-rubric-v1,deterministic,,2026-09-02T11:25:45+00:00,"The available evidence suggests a credible contribution with some limitations. Automated score 76/100, medium confidence, based on partial full text.","The available text identifies data or a benchmark used by the work.; A baseline or comparison system is described.; Quantitative evaluation signals were detected.; Limitations or threats to validity are acknowledged.; Code, data, or research artifacts are described as available.; Formal definitions or proof-oriented evidence is present.",,,,,0.4500,False,False,2026-08-31,2026-08-31,2026-09-02 11:25:14
Agentic Autoresearch for Cell-Edge Power Control: Radically Redefining the Researcher's Role,"Ahmad Khan, Akram Bin Sediq, Sara Azadegi Naeini, Raviraj S. Adve",2026-08-26,2026-08-27,maybe,51,web-research,arxiv,https://arxiv.org/abs/2608.26093v1,,2608.26093,2026,day,arxiv,high,2026-08-26,preprint,not_assessed,Scientific quality has not been assessed under the manuscript evidence gate.,Legacy assessment retained; manuscript review is required before promotion.,False,65,uncertain,medium,partial_full_text,survey_or_review,quality-v1,scholarly-rubric-v1,deterministic,,2026-08-27T17:42:11+00:00,"The available evidence is mixed or incomplete. Automated score 65/100, medium confidence, based on partial full text.","The available text identifies data or a benchmark used by the work.; Quantitative evaluation signals were detected.; User, expert, operational, or deployment evidence is described.; Limitations or threats to validity are acknowledged.; Code, data, or research artifacts are described as available.; Formal definitions or proof-oriented evidence is present.",,"No reproducible review or selection methodology was detected.; Section headings could not be detected reliably; beginning, middle, and end passages were selected.",,,0.5100,False,False,2026-08-26,2026-08-26,2026-08-27 17:41:49
