title,authors,publication_date,first_seen_date,relevance_decision,relevance_score,tags,sources,url,doi,arxiv_id,publication_year,publication_date_precision,publication_date_source,publication_date_confidence,effective_sort_date,quality_score,quality_recommendation,quality_confidence,quality_assessment_scope,quality_paper_type,quality_assessment_version,quality_rubric_version,quality_assessor_type,quality_assessor_model,quality_assessed_at,quality_summary,quality_strengths,quality_concerns,quality_missing_information,quality_score_cap,quality_score_cap_reason,combined_rank_score,quality_downranked,quality_suppressed,latest_revision_date,source_updated_date,first_seen_at
"Beyond the Boundary: Persistent-Memory Risk, the Limits of Per-Jailbreak Severity Scoring, and an Auditable Claim-Graph Approach",frederic david blum,2026-07-04,2026-07-07,relevant,90,agent-memory; memory-systems; llm-agents,openalex,https://doi.org/10.5281/zenodo.21192296,10.5281/zenodo.21192296,,2026,day,openalex,medium,2026-07-04,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9000,False,False,,2026-07-05,2026-07-07 10:03:16
AGL-1: The Enterprise AI Governance Layer as a Control Plane for Trusted Enterprise Intelligence,Roopam W. Sure,2026-07-03,2026-07-09,relevant,100,long-term-memory; memory-policy; agent-memory; memory-systems; llm-agents,openalex; arxiv,https://arxiv.org/abs/2607.03516,10.48550/arxiv.2607.03516,2607.03516,2026,day,openalex,medium,2026-07-03,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,1.0000,False,False,,2026-07-10,2026-07-09 10:05:10
ArchEval: Measuring AI Agents as Computer Architects,"Chenyu Wang, Zishen Wan, Jeffrey Ma, S. Prakash, Zhenting Qi, Haebin Do, Andy Cheng, Arya Tschand, J D Shi, Yilun Du, Vijay Janapa Reddi",2026-07-03,2026-07-10,relevant,90,llm-agents; memory-systems; agent-memory,openalex; arxiv,https://arxiv.org/abs/2607.03601,,2607.03601,2026,day,openalex,medium,2026-07-03,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9000,False,False,,2026-07-10,2026-07-10 09:57:09
A-TMA: Decoupling State-Aware Memory Failures in Long-Term Agent Memory,"Zitong Shi, Yixuan Tang, Anthony Kum Hoe Tung",2026-07-02,2026-07-04,relevant,100,agent-memory; llm-agents; memory-systems; long-term-memory; benchmark; evaluation,openalex; arxiv,https://arxiv.org/abs/2607.01935,10.48550/arxiv.2607.01935,2607.01935,2026,day,openalex,medium,2026-07-02,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,1.0000,False,False,,2026-08-05,2026-07-04 09:05:04
Episodic-to-Semantic Consolidation Without Identity Drift,"Xue Qin, Simin Luan, Cong Yang, Zhijun Li",2026-07-02,2026-07-06,relevant,100,memory-types; memory-policy; agent-memory; memory-systems; llm-agents,arxiv; openalex,https://arxiv.org/abs/2607.01988v1,,2607.01988,2026,day,arxiv,high,2026-07-02,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,1.0000,False,False,2026-07-02,2026-07-02,2026-07-06 11:09:39
S-EMBER: A Large-Scale Benchmark for Streaming Egocentric Memory Retrieval,"Xiaodong Wang, X Zhao, Pedro Rodriguez, Devendra Singh Sachan, Barlas Oğuz, Seungwhan Moon, Shang-Wen Li, Gargi Ghosh, Xin Dong, Wen-Tau Yih",2026-07-02,2026-07-09,relevant,100,memory-types; memory-policy; benchmark; evaluation; agent-memory; memory-systems; llm-agents,openalex; arxiv,https://doi.org/10.48550/arxiv.2607.02689,10.48550/arxiv.2607.02689,2607.02689,2026,day,openalex,medium,2026-07-02,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,1.0000,False,False,,2026-07-08,2026-07-09 10:06:53
ElephantAgent: Contextual State Continuity in Agentic Systems,"Jiankai Jin, Xiangzheng Zhang, Zhao Liu, Wenzhuo Xu, D Yang, Deyue Zhang, Quanchen Zou",2026-07-02,2026-07-04,relevant,91,long-term-memory; agent-memory; memory-systems; llm-agents,openalex; arxiv,https://arxiv.org/abs/2607.01919,10.48550/arxiv.2607.01919,2607.01919,2026,day,openalex,medium,2026-07-02,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-06,2026-07-04 10:03:26
Evaluating Large Language Models for Decision-Making in Agent-Based Urban Mobility Simulations,"Bruno Cascaes Alves, Míriam Blank Born, Ulisses Gilioli Francescatto Júnior, Felipe Moura Goulart, Leticia Brandão Caldas, Marilton Sanchotene de Aguiar",2026-07-02,2026-07-09,relevant,91,long-term-memory; agent-memory; memory-systems; llm-agents,openalex; arxiv,https://doi.org/10.48550/arxiv.2607.02716,10.48550/arxiv.2607.02716,2607.02716,2026,day,openalex,medium,2026-07-02,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-08,2026-07-09 10:05:30
Procedural Memory Distillation: Online Reflection for Self-Improving Language Models,"Ye Liu, Srijan Bansal, Bo Pang, Yang Li, Zeyu Liu, Yifei Ming, Zixuan Ke, Shafiq Joty, Semih Yavuz",2026-07-01,2026-07-06,relevant,100,memory-types; agent-memory; memory-systems; llm-agents; procedural-memory; parametric-memory; memory-distillation; self-improvement; language-model-memory; cross-episode-learning,arxiv; semantic_scholar; openalex,https://www.semanticscholar.org/paper/7e542f0d9e83c39599a3589125f5c71d0e63bc47,10.48550/arxiv.2607.01480,2607.01480,2026,day,arxiv,high,2026-07-01,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,1.0000,False,False,2026-07-01,2026-07-01,2026-07-06 11:09:44
Conversable Complexity: Agentic LLM Collectives as Interpretable Substrates,"Elias Najarro, Ane Espeseth, Eleni Nisioti, Sebastian Risi, Stefano Nichele",2026-07-01,2026-07-04,relevant,91,long-term-memory; agent-memory; memory-systems; llm-agents,openalex; arxiv,https://arxiv.org/abs/2607.01047,10.48550/arxiv.2607.01047,2607.01047,2026,day,openalex,medium,2026-07-01,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-04,2026-07-04 09:05:15
"MeMAT: Multi-agent transformer with deep long-term memory, short-term memory, and persistent memory","G. X. Sun, Weiqiang Jin, Yu Zhang, Guizhong Liu",2026-07-01,2026-07-05,relevant,91,long-term-memory; agent-memory; memory-systems; llm-agents,openalex,https://doi.org/10.1016/j.neucom.2026.134438,10.1016/j.neucom.2026.134438,,2026,day,openalex,medium,2026-07-01,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-09,2026-07-05 09:25:15
Bio-Inspired Continual Learning Model using a Dual-Memory System,"Changseok Bae, Kyuchang Kang",2026-06-30,2026-07-04,relevant,91,long-term-memory; agent-memory; memory-systems; llm-agents,openalex,https://doi.org/10.3837/tiis.2026.06.003,10.3837/tiis.2026.06.003,,2026,day,openalex,medium,2026-06-30,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-03,2026-07-04 09:05:19
Instruction Drift in Autonomous LLM Agents: Emergent Goal Expansion Beyond Explicit Constraints in an Extended Loop Session,Agustin Sconamiglio,2026-06-30,2026-07-03,relevant,91,llm-agents; long-term-memory; agent-memory; memory-systems,openalex,https://doi.org/10.5281/zenodo.21082823,10.5281/zenodo.21082823,,2026,day,openalex,medium,2026-06-30,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-01,2026-07-03 09:43:35
OpenLife: Toward Open-World Artificial Life with Autonomous LLM Agents,"Atsushi Masumori, Itsuki Doi, Norihiro Maruyama, Ryosuke Takata, Takashi Ikegami",2026-06-30,2026-07-03,relevant,91,llm-agents; long-term-memory; evaluation; agent-memory; memory-systems,openalex; arxiv,https://arxiv.org/abs/2606.31046,10.48550/arxiv.2606.31046,2606.31046,2026,day,openalex,medium,2026-06-30,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-03,2026-07-03 09:43:18
Persistent Memory Modeling and Policy Optimization for Large Language Model Agents in Long-Horizon Tasks,"Ting Ying, Lixing Wang, Peifeng Hu, Tian Ding",2026-06-30,2026-07-03,relevant,91,llm-agents; long-term-memory; agent-memory; memory-systems,openalex,https://doi.org/10.13140/rg.2.2.23282.26560,10.13140/rg.2.2.23282.26560,,2026,day,openalex,medium,2026-06-30,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-01,2026-07-03 09:43:49
Mandol: An Agglomerative Agent Memory System for Long-Term Conversations,"Yuhan Zhang, Zhiyuan Guo, Ziheng Zeng, Wei Wang, Wentao Wu, Lijie Xu",2026-06-29,2026-06-30,relevant,99,agent-memory; memory-systems; benchmark; llm-agents,openalex; arxiv; semantic_scholar,https://arxiv.org/abs/2606.29778,10.48550/arxiv.2606.29778,2606.29778,2026,day,openalex,medium,2026-06-29,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9900,False,False,,2026-08-08,2026-06-30 10:07:18
MemDelta: Controlled Baselines and Hidden Confounds in Agent Memory Evaluation,Kuan Wang,2026-06-29,2026-06-30,relevant,99,agent-memory; memory-systems; benchmark; evaluation; llm-agents,openalex; arxiv; semantic_scholar,https://doi.org/10.48550/arxiv.2606.29914,10.48550/arxiv.2606.29914,2606.29914,2026,day,openalex,medium,2026-06-29,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9900,False,False,,2026-08-01,2026-06-30 10:07:18
Artifact for ICSE 2027 Paper: Coupling Execution-Grounded Planning with Episodic Memory in LLM Agents for Software Issue Resolution,Anonymous Authors,2026-06-29,2026-07-03,relevant,91,agent-memory; llm-agents; memory-types; memory-systems,openalex,https://doi.org/10.5281/zenodo.21035225,10.5281/zenodo.21035225,,2026,day,openalex,medium,2026-06-29,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-01,2026-07-03 09:43:18
Artifact for ICSE 2027 Submission: Coupling Planning with Episodic Memory in LLM Agents for Software Issue Resolution,Anonymous Authors,2026-06-29,2026-07-03,relevant,91,agent-memory; llm-agents; memory-types; memory-systems,openalex,https://doi.org/10.5281/zenodo.21035632,10.5281/zenodo.21035632,,2026,day,openalex,medium,2026-06-29,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-01,2026-07-03 09:43:18
BIO Layer: Governance-First Memory for Auditable Long-Term Agents,Jaeyoon Lee,2026-06-29,2026-07-03,relevant,91,llm-agents; long-term-memory; agent-memory; memory-systems,openalex,https://doi.org/10.5281/zenodo.21020857,10.5281/zenodo.21020857,,2026,day,openalex,medium,2026-06-29,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-01,2026-07-03 09:43:35
Forensic Trajectory Signatures for Agent Memory Poisoning Detection,Jun Wen Leong,2026-06-29,2026-06-30,relevant,91,agent-memory; llm-agents; long-term-memory; memory-systems,openalex; arxiv,https://arxiv.org/abs/2606.30566,10.48550/arxiv.2606.30566,2606.30566,2026,day,openalex,medium,2026-06-29,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-08-01,2026-06-30 10:07:18
ManimAgent: Self-Evolving Multimodal Agents for Visual Education,"Wenjia Jiang, Zongyuan Cai, Yuanhang Shao, Chenru Wang, Boyan Han, Zhixue Song, Keyu Chen, Shengwei An, Xiaomin Yang, Zhou Yang",2026-06-29,2026-07-03,relevant,91,memory-types; evaluation; agent-memory; memory-systems; llm-agents,openalex; arxiv,https://doi.org/10.48550/arxiv.2606.30296,10.48550/arxiv.2606.30296,2606.30296,2026,day,openalex,medium,2026-06-29,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-03,2026-07-03 09:44:51
Neural Procedural Memory: Empowering LLM Agents with Implicit Activation Steering,"Chengfeng Zhao, Yuqiao Tan, Shizhu He, Yequan Wang, Jun Zhao, Kang Liu",2026-06-29,2026-06-30,relevant,91,agent-memory; llm-agents; memory-types; memory-systems,openalex; arxiv; semantic_scholar,https://arxiv.org/abs/2606.29824,10.48550/arxiv.2606.29824,2606.29824,2026,day,openalex,medium,2026-06-29,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-08-05,2026-06-30 10:07:18
Continuity and Emergence in LLM-Based Digital Entities: Observed Behavioral Outcomes of Persistent Memory and Autonomous Operation,Panagiotis Korfoxyliotis,2026-06-28,2026-06-29,relevant,100,long-term-memory; memory-types; memory-policy; agent-memory; memory-systems; llm-agents,openalex,https://doi.org/10.17605/osf.io/c3uer,10.17605/osf.io/c3uer,,2026,day,openalex,medium,2026-06-28,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,1.0000,False,False,,2026-07-01,2026-06-29 11:28:11
"MemForge: Portable, agent-neutral persistent memory format for AI coding agents (v0.9.0)","Hiltz, Mike",2026-06-28,2026-06-29,relevant,100,long-term-memory; memory-policy; agent-memory; memory-systems; llm-agents,openalex,https://doi.org/10.5281/zenodo.20999236,10.5281/zenodo.20999236,,2026,day,openalex,medium,2026-06-28,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,1.0000,False,False,,2026-06-29,2026-06-29 11:28:09
"MemForge: Portable, agent-neutral persistent memory format for AI coding agents (v0.8.1)","Hiltz, Mike",2026-06-28,2026-06-29,relevant,91,long-term-memory; agent-memory; memory-systems; llm-agents,openalex,https://doi.org/10.5281/zenodo.20995032,10.5281/zenodo.20995032,,2026,day,openalex,medium,2026-06-28,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-06-29,2026-06-29 11:28:09
Synthetic Salience Re-Prioritization Layer (SSRL): A Meta-Control Architecture for Persistent Investigation of Unresolved Structure in Long-Horizon AI Agents,"Chris Gabriel, GPT-5.5 Thinking",2026-06-28,2026-07-03,relevant,90,agent-memory; evaluation; memory-systems; llm-agents,openalex,https://doi.org/10.5281/zenodo.20983869,10.5281/zenodo.20983869,,2026,day,openalex,medium,2026-06-28,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9000,False,False,,2026-07-01,2026-07-03 09:49:57
HyphaeDB: A Living Knowledge Topology for Agent-First Memory,Krishna Halaharvi,2026-06-27,2026-06-30,relevant,90,agent-memory; memory-systems; llm-agents,openalex; arxiv; semantic_scholar,https://doi.org/10.48550/arxiv.2606.28781,10.48550/arxiv.2606.28781,2606.28781,2026,day,openalex,medium,2026-06-27,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9000,False,False,,2026-07-03,2026-06-30 10:07:18
"Agent-Native Immune System: Architecture, Taxonomy, and Engineering","B Shen, Lifeng Chang, Tianyuan Wei, Yunpeng Li, Feng Shi, Yichen Han, Peijie Gao, Shiyi Kuang, Xin Chang, Dehui Li",2026-06-26,2026-06-30,relevant,91,long-term-memory; agent-memory; memory-systems; llm-agents,openalex; arxiv; semantic_scholar,https://doi.org/10.48550/arxiv.2606.28270,10.48550/arxiv.2606.28270,2606.28270,2026,day,openalex,medium,2026-06-26,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-02,2026-06-30 10:08:27
Supersede: Diagnosing and Training the Memory-Update Gap in LLM Agents,Vedant Patel,2026-06-25,2026-07-26,relevant,100,llm-agents; memory-policy; benchmark; agent-memory; memory-systems,openalex; arxiv,https://arxiv.org/abs/2606.27472,,2606.27472,2026,day,openalex,medium,2026-06-25,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,1.0000,False,False,,2026-08-01,2026-07-26 07:57:43
"Securing LLM-Agent Long-Term Memory Against Poisoning: Non-Malleable, Origin-Bound Authority with Machine-Checked Guarantees",Yedidel Louck,2026-06-23,2026-06-26,relevant,100,agent-memory; llm-agents; long-term-memory; memory-policy; benchmark; memory-systems,openalex; arxiv; semantic_scholar,https://arxiv.org/abs/2606.24322,10.48550/arxiv.2606.24322,2606.24322,2026,day,openalex,medium,2026-06-23,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,1.0000,False,False,,2026-06-27,2026-06-26 13:01:31
TRUSTMEM: Learning Trustworthy Memory Consolidation for LLM Agents with Long-Term Memory,"Tianyu Yang, Sudipta Paul, Vijay Srinivasan, Vivek Kulkarni, Srinivas Chappidi",2026-06-23,2026-06-26,relevant,100,llm-agents; long-term-memory; memory-policy; evaluation; agent-memory; memory-systems,semantic_scholar; arxiv; openalex,https://www.semanticscholar.org/paper/1d3d2f04270110888af84b9222c8a6a41a791b54,10.48550/arxiv.2606.25161,2606.25161,2026,day,semantic_scholar,medium,2026-06-23,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,1.0000,False,False,,,2026-06-26 19:23:58
Are We Ready For An Agent-Native Memory System?,"Wei Zhou, X J Zhou, Shaokun Han, Hongming Xu, Guoliang Li, Zhiyu Li, Feiyu Xiong, Fan Wu",2026-06-23,2026-06-26,relevant,95,agent-memory; memory-systems; llm-agents; evaluation; memory-policy; benchmark,openalex; arxiv; semantic_scholar,https://arxiv.org/abs/2606.24775,10.48550/arxiv.2606.24775,2606.24775,2026,day,openalex,medium,2026-06-23,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9500,False,False,,2026-07-03,2026-06-26 13:01:31
MEMPROBE: Probing Long-Term Agent Memory via Hidden User-State Recovery,"Enze Ma, Yufan Zhou, W E I-Xing Huang, Jie Yang, Huanhuan Ma, Zixuan Wang, Chengze Li, Chunyu Miao, Philip S. Yu, Zhen Wang",2026-06-23,2026-06-26,relevant,91,agent-memory; llm-agents; memory-systems; long-term-memory; evaluation,openalex; arxiv,https://arxiv.org/abs/2606.24595,10.48550/arxiv.2606.24595,2606.24595,2026,day,openalex,medium,2026-06-23,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-07-03,2026-06-26 13:01:31
Governed Shared Memory for Multi-Agent LLM Systems,"Yanki Margalit, Nurit Cohen-Inger, Erni Avram, Ran Taig, Oded Margalit",2026-06-23,2026-06-26,relevant,90,agent-memory; evaluation; memory-systems; llm-agents,openalex; arxiv; semantic_scholar,https://arxiv.org/abs/2606.24535,10.48550/arxiv.2606.24535,2606.24535,2026,day,openalex,medium,2026-06-23,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9000,False,False,,2026-06-26,2026-06-26 13:01:31
Towards Root Memories: Benchmarking and Enhancing Implicit Logical Memory Retrieval for Personalized LLMs,"Hongxun Ding, Xiang Yu, Chengbing Wang, Jianfei Xiao, Keqin Bao, Wenjie Wang, Xiangnan He",2026-06-22,2026-06-26,relevant,100,memory-policy; benchmark; agent-memory; memory-systems; llm-agents,arxiv; openalex,https://arxiv.org/abs/2606.23283v1,10.48550/arxiv.2606.23283,2606.23283,2026,day,arxiv,high,2026-06-22,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,1.0000,False,False,2026-06-22,2026-06-22,2026-06-26 13:01:43
DynamicMem: A Long-Horizon Memory Benchmark in Real-World Settings,"Wenya Xie, Shengming Zhou, Zelin Li, Pouya Parsa, Shuang Zhou, Xinheng Ding, C S Arvind, Guanchu Wang, Vladimir Braverman, Ali Payani, Yantao Zheng, Zirui Liu",2026-06-22,2026-06-26,relevant,99,llm-agents; memory-systems; benchmark; evaluation; agent-memory,openalex; arxiv,https://doi.org/10.48550/arxiv.2606.22877,10.48550/arxiv.2606.22877,2606.22877,2026,day,openalex,medium,2026-06-22,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9900,False,False,,2026-06-25,2026-06-26 13:01:47
MGBench: Memory Governance Benchmark for Agentic Long-Term Memory,Aionis,2026-06-22,2026-06-26,relevant,94,long-term-memory; memory-policy; benchmark; evaluation; agent-memory; memory-systems; llm-agents,openalex,https://github.com/ostinatocc/MGBench/tree/v0.1.1,10.5281/zenodo.20793096,,2026,day,openalex,medium,2026-06-22,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9400,False,False,,2026-06-25,2026-06-26 13:01:47
"Managing Procedural Memory in LLM Agents: Control, Adaptation, and Evaluation","Julia Belikova, Rauf Parchiev, Evgeny Egorov, Grigorii Davydenko, Gleb Gusev, Andrey Savchenko, Maksim Makarenko",2026-06-22,2026-06-26,relevant,91,agent-memory; llm-agents; memory-systems; memory-types; evaluation,arxiv; openalex,https://arxiv.org/abs/2606.23127v1,10.48550/arxiv.2606.23127,2606.23127,2026,day,arxiv,high,2026-06-22,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,2026-06-22,2026-06-22,2026-06-26 13:01:43
RaMem: Contextual Reinstatement for Long-term Agentic Memory,"Wei Yang, Bryce Kan, Shixuan Li, Li Li, Yuehan Qin, Jiate Li, Paul Bogdan, Jesse Thomason",2026-06-22,2026-06-26,relevant,91,agent-memory; llm-agents; memory-systems; long-term-memory,openalex; arxiv,https://arxiv.org/abs/2606.22844,10.48550/arxiv.2606.22844,2606.22844,2026,day,openalex,medium,2026-06-22,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9100,False,False,,2026-08-01,2026-06-26 13:01:31
Anchor-Aware Memory Systems for AI Agents: Discovering and Preserving Latent Behavioral Signatures in Large Language Models,Haolin Yang,2026-06-22,2026-06-27,relevant,90,agent-memory; memory-systems; llm-agents,openalex,https://doi.org/10.5281/zenodo.20799360,10.5281/zenodo.20799360,,2026,day,openalex,medium,2026-06-22,,unknown,unknown,metadata_only,unclear,,,,,,,,,,,,0.9000,False,False,,2026-06-23,2026-06-27 10:56:32
